current_time,flow
2011-09-01 01:00:00,0.59159344
2011-09-01 02:00:00,1.7574108
2011-09-01 03:00:00,2.3936272
2011-09-01 04:00:00,2.723096
2011-09-01 05:00:00,2.9170735
2011-09-01 06:00:00,3.068288
2011-09-01 07:00:00,3.1904473
2011-09-01 08:00:00,3.280193
2011-09-01 09:00:00,3.342623
2011-09-01 10:00:00,3.38386
2011-09-01 11:00:00,3.4093153
2011-09-01 12:00:00,3.4233541
2011-09-01 13:00:00,3.4292948
2011-09-01 14:00:00,3.429555
2011-09-01 15:00:00,3.4258537
2011-09-01 16:00:00,3.419387
2011-09-01 17:00:00,3.4109964
2011-09-01 18:00:00,3.4012592
2011-09-01 19:00:00,3.3905838
2011-09-01 20:00:00,3.3792436
2011-09-01 21:00:00,3.367442
2011-09-01 22:00:00,3.3553169
2011-09-01 23:00:00,3.3429744
2011-09-02 00:00:00,3.3304846
2011-09-02 01:00:00,3.3179052
2011-09-02 02:00:00,3.305277
2011-09-02 03:00:00,3.2926342
2011-09-02 04:00:00,3.2799973
2011-09-02 05:00:00,3.2673848
2011-09-02 06:00:00,3.2548094
2011-09-02 07:00:00,3.2422812
2011-09-02 08:00:00,3.2298079
2011-09-02 09:00:00,3.2174006
2011-09-02 10:00:00,3.2050602
2011-09-02 11:00:00,3.1927905
2011-09-02 12:00:00,3.1805966
2011-09-02 13:00:00,3.1684806
2011-09-02 14:00:00,3.1564436
2011-09-02 15:00:00,3.144489
2011-09-02 16:00:00,3.132612
2011-09-02 17:00:00,3.1208348
2011-09-02 18:00:00,3.1091282
2011-09-02 19:00:00,3.0974972
2011-09-02 20:00:00,3.0860453
2011-09-02 21:00:00,3.0746596
2011-09-02 22:00:00,3.0632858
2011-09-02 23:00:00,3.0519683
2011-09-03 00:00:00,3.0407207
2011-09-03 01:00:00,3.029551
2011-09-03 02:00:00,3.018454
2011-09-03 03:00:00,3.007434
2011-09-03 04:00:00,2.9964936
2011-09-03 05:00:00,2.9856236
2011-09-03 06:00:00,2.97483
2011-09-03 07:00:00,2.9641094
2011-09-03 08:00:00,2.9534657
2011-09-03 09:00:00,2.9428935
2011-09-03 10:00:00,2.9323928
2011-09-03 11:00:00,2.9219635
2011-09-03 12:00:00,2.9116042
2011-09-03 13:00:00,2.901314
2011-09-03 14:00:00,2.8910933
2011-09-03 15:00:00,2.880945
2011-09-03 16:00:00,2.870864
2011-09-03 17:00:00,2.8608484
2011-09-03 18:00:00,2.8508976
2011-09-03 19:00:00,2.8410113
2011-09-03 20:00:00,2.831191
2011-09-03 21:00:00,2.8214204
2011-09-03 22:00:00,2.8117013
2011-09-03 23:00:00,2.8020558
2011-09-04 00:00:00,2.7924776
2011-09-04 01:00:00,2.7818484
2011-09-04 02:00:00,2.7719052
2011-09-04 03:00:00,2.7624183
2011-09-04 04:00:00,2.753075
2011-09-04 05:00:00,2.7437837
2011-09-04 06:00:00,2.7345698
2011-09-04 07:00:00,2.7254267
2011-09-04 08:00:00,2.7163472
2011-09-04 09:00:00,2.7073267
2011-09-04 10:00:00,2.6983583
2011-09-04 11:00:00,2.6894484
2011-09-04 12:00:00,2.6805964
2011-09-04 13:00:00,2.6717973
2011-09-04 14:00:00,2.663055
2011-09-04 15:00:00,2.6543667
2011-09-04 16:00:00,2.6457326
2011-09-04 17:00:00,2.6371548
2011-09-04 18:00:00,2.6286323
2011-09-04 19:00:00,2.6201577
2011-09-04 20:00:00,2.6117332
2011-09-04 21:00:00,2.6033602
2011-09-04 22:00:00,2.595035
2011-09-04 23:00:00,2.5867593
2011-09-05 00:00:00,2.5785298
2011-09-05 01:00:00,2.5703485
2011-09-05 02:00:00,2.5622196
2011-09-05 03:00:00,2.5541375
2011-09-05 04:00:00,2.5461
2011-09-05 05:00:00,2.5381088
2011-09-05 06:00:00,2.5301685
2011-09-05 07:00:00,2.5222757
2011-09-05 08:00:00,2.5144296
2011-09-05 09:00:00,2.5066261
2011-09-05 10:00:00,2.4988706
2011-09-05 11:00:00,2.4911633
2011-09-05 12:00:00,2.4834998
2011-09-05 13:00:00,2.4758773
2011-09-05 14:00:00,2.4683
2011-09-05 15:00:00,2.4607673
2011-09-05 16:00:00,2.453276
2011-09-05 17:00:00,2.4458313
2011-09-05 18:00:00,2.4384289
2011-09-05 19:00:00,2.4310687
2011-09-05 20:00:00,2.4237406
2011-09-05 21:00:00,2.4164262
2011-09-05 22:00:00,2.409146
2011-09-05 23:00:00,2.401918
2011-09-06 00:00:00,2.3947363
2011-09-06 01:00:00,2.387602
2011-09-06 02:00:00,2.38051
2011-09-06 03:00:00,2.3734605
2011-09-06 04:00:00,2.366455
2011-09-06 05:00:00,2.3594844
2011-09-06 06:00:00,2.352554
2011-09-06 07:00:00,2.3456652
2011-09-06 08:00:00,2.338815
2011-09-06 09:00:00,2.332004
2011-09-06 10:00:00,2.325225
2011-09-06 11:00:00,2.3184848
2011-09-06 12:00:00,2.3117847
2011-09-06 13:00:00,2.3051186
2011-09-06 14:00:00,2.29849
2011-09-06 15:00:00,2.2918968
2011-09-06 16:00:00,2.2853415
2011-09-06 17:00:00,2.2788205
2011-09-06 18:00:00,2.272335
2011-09-06 19:00:00,2.2658794
2011-09-06 20:00:00,2.2594597
2011-09-06 21:00:00,2.2530744
2011-09-06 22:00:00,2.2467275
2011-09-06 23:00:00,2.240417
2011-09-07 00:00:00,2.234131
2011-09-07 01:00:00,2.227875
2011-09-07 02:00:00,2.221652
2011-09-07 03:00:00,2.215464
2011-09-07 04:00:00,2.2093065
2011-09-07 05:00:00,2.20318
2011-09-07 06:00:00,2.197083
2011-09-07 07:00:00,2.191016
2011-09-07 08:00:00,2.1849828
2011-09-07 09:00:00,2.1789792
2011-09-07 10:00:00,2.1730103
2011-09-07 11:00:00,2.167069
2011-09-07 12:00:00,2.161161
2011-09-07 13:00:00,2.1552799
2011-09-07 14:00:00,2.14943
2011-09-07 15:00:00,2.1436102
2011-09-07 16:00:00,2.1378222
2011-09-07 17:00:00,2.132062
2011-09-07 18:00:00,2.1263275
2011-09-07 19:00:00,2.1206214
2011-09-07 20:00:00,2.1149464
2011-09-07 21:00:00,2.1092997
2011-09-07 22:00:00,2.1036775
2011-09-07 23:00:00,2.0980828
2011-09-08 00:00:00,2.0925143
2011-09-08 01:00:00,2.0868607
2011-09-08 02:00:00,2.081096
2011-09-08 03:00:00,2.075518
2011-09-08 04:00:00,2.0700333
2011-09-08 05:00:00,2.064598
2011-09-08 06:00:00,2.0591896
2011-09-08 07:00:00,2.0538073
2011-09-08 08:00:00,2.048455
2011-09-08 09:00:00,2.0431306
2011-09-08 10:00:00,2.0378296
2011-09-08 11:00:00,2.0325506
2011-09-08 12:00:00,2.0272982
2011-09-08 13:00:00,2.0220718
2011-09-08 14:00:00,2.0168734
2011-09-08 15:00:00,2.0116994
2011-09-08 16:00:00,2.0065491
2011-09-08 17:00:00,2.0014207
2011-09-08 18:00:00,1.9963189
2011-09-08 19:00:00,1.9912423
2011-09-08 20:00:00,1.9861872
2011-09-08 21:00:00,1.9811536
2011-09-08 22:00:00,1.9761453
2011-09-08 23:00:00,1.9711609
2011-09-09 00:00:00,1.9661938
2011-09-09 01:00:00,1.961249
2011-09-09 02:00:00,1.9563326
2011-09-09 03:00:00,1.9514359
2011-09-09 04:00:00,1.9465622
2011-09-09 05:00:00,1.9417067
2011-09-09 06:00:00,1.9368739
2011-09-09 07:00:00,1.9320693
2011-09-09 08:00:00,1.9272839
2011-09-09 09:00:00,1.922517
2011-09-09 10:00:00,1.9177749
2011-09-09 11:00:00,1.9130566
2011-09-09 12:00:00,1.9083583
2011-09-09 13:00:00,1.9036812
2011-09-09 14:00:00,1.8990241
2011-09-09 15:00:00,1.8943874
2011-09-09 16:00:00,1.8897744
2011-09-09 17:00:00,1.8851817
2011-09-09 18:00:00,1.880608
2011-09-09 19:00:00,1.8760544
2011-09-09 20:00:00,1.8715217
2011-09-09 21:00:00,1.8670065
2011-09-09 22:00:00,1.8625115
2011-09-09 23:00:00,1.8580352
2011-09-10 00:00:00,1.8535781
2011-09-10 01:00:00,1.8491402
2011-09-10 02:00:00,1.8447213
2011-09-10 03:00:00,1.8403211
2011-09-10 04:00:00,1.8359405
2011-09-10 05:00:00,1.8315793
2011-09-10 06:00:00,1.827237
2011-09-10 07:00:00,1.822913
2011-09-10 08:00:00,1.8186078
2011-09-10 09:00:00,1.8143225
2011-09-10 10:00:00,1.810055
2011-09-10 11:00:00,1.8058066
2011-09-10 12:00:00,1.8015758
2011-09-10 13:00:00,1.7973627
2011-09-10 14:00:00,1.7931688
2011-09-10 15:00:00,1.7889931
2011-09-10 16:00:00,1.784835
2011-09-10 17:00:00,1.7806953
2011-09-10 18:00:00,1.7765725
2011-09-10 19:00:00,1.7724663
2011-09-10 20:00:00,1.7683779
2011-09-10 21:00:00,1.7643051
2011-09-10 22:00:00,1.7602482
2011-09-10 23:00:00,1.7562076
2011-09-11 00:00:00,1.7521824
2011-09-11 01:00:00,1.7481738
2011-09-11 02:00:00,1.7441812
2011-09-11 03:00:00,1.740205
2011-09-11 04:00:00,1.7362454
2011-09-11 05:00:00,1.7323017
2011-09-11 06:00:00,1.7283753
2011-09-11 07:00:00,1.7244639
2011-09-11 08:00:00,1.7205689
2011-09-11 09:00:00,1.7166902
2011-09-11 10:00:00,1.7128276
2011-09-11 11:00:00,1.7089802
2011-09-11 12:00:00,1.705149
2011-09-11 13:00:00,1.7013344
2011-09-11 14:00:00,1.6975346
2011-09-11 15:00:00,1.6937505
2011-09-11 16:00:00,1.6899818
2011-09-11 17:00:00,1.6862293
2011-09-11 18:00:00,1.6824906
2011-09-11 19:00:00,1.6787667
2011-09-11 20:00:00,1.6750578
2011-09-11 21:00:00,1.6713629
2011-09-11 22:00:00,1.667682
2011-09-11 23:00:00,1.6640118
2011-09-12 00:00:00,1.6603565
2011-09-12 01:00:00,1.6567167
2011-09-12 02:00:00,1.6530907
2011-09-12 03:00:00,1.6494794
2011-09-12 04:00:00,1.6458824
2011-09-12 05:00:00,1.6422992
2011-09-12 06:00:00,1.6387299
2011-09-12 07:00:00,1.6351748
2011-09-12 08:00:00,1.6316342
2011-09-12 09:00:00,1.6281074
2011-09-12 10:00:00,1.6245942
2011-09-12 11:00:00,1.6210952
2011-09-12 12:00:00,1.61761
2011-09-12 13:00:00,1.6141374
2011-09-12 14:00:00,1.6106805
2011-09-12 15:00:00,1.6072357
2011-09-12 16:00:00,1.6038043
2011-09-12 17:00:00,1.6003873
2011-09-12 18:00:00,1.596983
2011-09-12 19:00:00,1.5935913
2011-09-12 20:00:00,1.5902121
2011-09-12 21:00:00,1.5868454
2011-09-12 22:00:00,1.5834914
2011-09-12 23:00:00,1.580149
2011-09-13 00:00:00,1.5768193
2011-09-13 01:00:00,1.5735016
2011-09-13 02:00:00,1.5701959
2011-09-13 03:00:00,1.5669028
2011-09-13 04:00:00,1.563622
2011-09-13 05:00:00,1.5603527
2011-09-13 06:00:00,1.5570973
2011-09-13 07:00:00,1.5538527
2011-09-13 08:00:00,1.5506214
2011-09-13 09:00:00,1.5474023
2011-09-13 10:00:00,1.5441947
2011-09-13 11:00:00,1.5409993
2011-09-13 12:00:00,1.5378135
2011-09-13 13:00:00,1.5346415
2011-09-13 14:00:00,1.5314815
2011-09-13 15:00:00,1.5283338
2011-09-13 16:00:00,1.5251979
2011-09-13 17:00:00,1.5220747
2011-09-13 18:00:00,1.5189619
2011-09-13 19:00:00,1.5158613
2011-09-13 20:00:00,1.512772
2011-09-13 21:00:00,1.5096943
2011-09-13 22:00:00,1.5066282
2011-09-13 23:00:00,1.5035737
2011-09-14 00:00:00,1.5005305
2011-09-14 01:00:00,1.4974977
2011-09-14 02:00:00,1.4944762
2011-09-14 03:00:00,1.4914663
2011-09-14 04:00:00,1.488468
2011-09-14 05:00:00,1.4854803
2011-09-14 06:00:00,1.4825027
2011-09-14 07:00:00,1.4795367
2011-09-14 08:00:00,1.4765822
2011-09-14 09:00:00,1.4736373
2011-09-14 10:00:00,1.4707035
2011-09-14 11:00:00,1.4677807
2011-09-14 12:00:00,1.4648682
2011-09-14 13:00:00,1.4619659
2011-09-14 14:00:00,1.4590746
2011-09-14 15:00:00,1.4561931
2011-09-14 16:00:00,1.4533222
2011-09-14 17:00:00,1.4504616
2011-09-14 18:00:00,1.4476122
2011-09-14 19:00:00,1.4447718
2011-09-14 20:00:00,1.4419419
2011-09-14 21:00:00,1.4391232
2011-09-14 22:00:00,1.4363168
2011-09-14 23:00:00,1.4335268
2011-09-15 00:00:00,1.4307462
2011-09-15 01:00:00,1.4279728
2011-09-15 02:00:00,1.4252081
2011-09-15 03:00:00,1.4224515
2011-09-15 04:00:00,1.4197032
2011-09-15 05:00:00,1.4169639
2011-09-15 06:00:00,1.4142343
2011-09-15 07:00:00,1.4115136
2011-09-15 08:00:00,1.4088017
2011-09-15 09:00:00,1.4060994
2011-09-15 10:00:00,1.4034064
2011-09-15 11:00:00,1.4007232
2011-09-15 12:00:00,1.3980494
2011-09-15 13:00:00,1.3953854
2011-09-15 14:00:00,1.3927305
2011-09-15 15:00:00,1.3900836
2011-09-15 16:00:00,1.3874463
2011-09-15 17:00:00,1.3848184
2011-09-15 18:00:00,1.3821986
2011-09-15 19:00:00,1.3795885
2011-09-15 20:00:00,1.3769865
2011-09-15 21:00:00,1.3743938
2011-09-15 22:00:00,1.37181
2011-09-15 23:00:00,1.369235
2011-09-16 00:00:00,1.3666685
2011-09-16 01:00:00,1.3641106
2011-09-16 02:00:00,1.3615618
2011-09-16 03:00:00,1.3590213
2011-09-16 04:00:00,1.3564897
2011-09-16 05:00:00,1.3539662
2011-09-16 06:00:00,1.3514513
2011-09-16 07:00:00,1.3489445
2011-09-16 08:00:00,1.3464473
2011-09-16 09:00:00,1.3439579
2011-09-16 10:00:00,1.3414766
2011-09-16 11:00:00,1.3390034
2011-09-16 12:00:00,1.3365388
2011-09-16 13:00:00,1.3340838
2011-09-16 14:00:00,1.3316445
2011-09-16 15:00:00,1.3292096
2011-09-16 16:00:00,1.326779
2011-09-16 17:00:00,1.3243554
2011-09-16 18:00:00,1.3219396
2011-09-16 19:00:00,1.3195314
2011-09-16 20:00:00,1.3171313
2011-09-16 21:00:00,1.3147386
2011-09-16 22:00:00,1.3123536
2011-09-16 23:00:00,1.3099774
2011-09-17 00:00:00,1.3076091
2011-09-17 01:00:00,1.3052475
2011-09-17 02:00:00,1.3028935
2011-09-17 03:00:00,1.3005476
2011-09-17 04:00:00,1.2982098
2011-09-17 05:00:00,1.2958798
2011-09-17 06:00:00,1.2935569
2011-09-17 07:00:00,1.2912414
2011-09-17 08:00:00,1.288933
2011-09-17 09:00:00,1.2866322
2011-09-17 10:00:00,1.2843391
2011-09-17 11:00:00,1.2820536
2011-09-17 12:00:00,1.279775
2011-09-17 13:00:00,1.277504
2011-09-17 14:00:00,1.2752403
2011-09-17 15:00:00,1.2729839
2011-09-17 16:00:00,1.2707341
2011-09-17 17:00:00,1.2684914
2011-09-17 18:00:00,1.2662566
2011-09-17 19:00:00,1.2640277
2011-09-17 20:00:00,1.2618071
2011-09-17 21:00:00,1.2595927
2011-09-17 22:00:00,1.2573857
2011-09-17 23:00:00,1.2551858
2011-09-18 00:00:00,1.2529926
2011-09-18 01:00:00,1.2508063
2011-09-18 02:00:00,1.2486273
2011-09-18 03:00:00,1.2464546
2011-09-18 04:00:00,1.2442893
2011-09-18 05:00:00,1.2421302
2011-09-18 06:00:00,1.239978
2011-09-18 07:00:00,1.237832
2011-09-18 08:00:00,1.235693
2011-09-18 09:00:00,1.2335608
2011-09-18 10:00:00,1.2314352
2011-09-18 11:00:00,1.229316
2011-09-18 12:00:00,1.2272031
2011-09-18 13:00:00,1.2250979
2011-09-18 14:00:00,1.2229983
2011-09-18 15:00:00,1.2209047
2011-09-18 16:00:00,1.2188185
2011-09-18 17:00:00,1.216738
2011-09-18 18:00:00,1.2146125
2011-09-18 19:00:00,1.2124919
2011-09-18 20:00:00,1.2104121
2011-09-18 21:00:00,1.2083519
2011-09-18 22:00:00,1.2063028
2011-09-18 23:00:00,1.2042607
2011-09-19 00:00:00,1.2022247
2011-09-19 01:00:00,1.200195
2011-09-19 02:00:00,1.198172
2011-09-19 03:00:00,1.1961548
2011-09-19 04:00:00,1.194143
2011-09-19 05:00:00,1.1921377
2011-09-19 06:00:00,1.190139
2011-09-19 07:00:00,1.1881466
2011-09-19 08:00:00,1.1861598
2011-09-19 09:00:00,1.1841788
2011-09-19 10:00:00,1.1822034
2011-09-19 11:00:00,1.1802343
2011-09-19 12:00:00,1.178271
2011-09-19 13:00:00,1.176313
2011-09-19 14:00:00,1.1743616
2011-09-19 15:00:00,1.1724156
2011-09-19 16:00:00,1.170476
2011-09-19 17:00:00,1.1685417
2011-09-19 18:00:00,1.1666132
2011-09-19 19:00:00,1.1646907
2011-09-19 20:00:00,1.1627728
2011-09-19 21:00:00,1.160861
2011-09-19 22:00:00,1.1589549
2011-09-19 23:00:00,1.1570548
2011-09-20 00:00:00,1.1551596
2011-09-20 01:00:00,1.15327
2011-09-20 02:00:00,1.1513865
2011-09-20 03:00:00,1.1495086
2011-09-20 04:00:00,1.1476352
2011-09-20 05:00:00,1.1457682
2011-09-20 06:00:00,1.1439064
2011-09-20 07:00:00,1.1420497
2011-09-20 08:00:00,1.1401994
2011-09-20 09:00:00,1.1383535
2011-09-20 10:00:00,1.1365125
2011-09-20 11:00:00,1.134678
2011-09-20 12:00:00,1.1328477
2011-09-20 13:00:00,1.1310236
2011-09-20 14:00:00,1.1292037
2011-09-20 15:00:00,1.12739
2011-09-20 16:00:00,1.1255809
2011-09-20 17:00:00,1.1237773
2011-09-20 18:00:00,1.1219785
2011-09-20 19:00:00,1.1201853
2011-09-20 20:00:00,1.1183968
2011-09-20 21:00:00,1.1166129
2011-09-20 22:00:00,1.1148356
2011-09-20 23:00:00,1.1130623
2011-09-21 00:00:00,1.1112942
2011-09-21 01:00:00,1.1095308
2011-09-21 02:00:00,1.1077733
2011-09-21 03:00:00,1.1060191
2011-09-21 04:00:00,1.104271
2011-09-21 05:00:00,1.1025277
2011-09-21 06:00:00,1.1007891
2011-09-21 07:00:00,1.0990556
2011-09-21 08:00:00,1.0973272
2011-09-21 09:00:00,1.0956035
2011-09-21 10:00:00,1.0938838
2011-09-21 11:00:00,1.0921694
2011-09-21 12:00:00,1.0904603
2011-09-21 13:00:00,1.0887555
2011-09-21 14:00:00,1.0870554
2011-09-21 15:00:00,1.0853603
2011-09-21 16:00:00,1.0836694
2011-09-21 17:00:00,1.0819838
2011-09-21 18:00:00,1.0803027
2011-09-21 19:00:00,1.0786262
2011-09-21 20:00:00,1.0769542
2011-09-21 21:00:00,1.0752872
2011-09-21 22:00:00,1.073624
2011-09-21 23:00:00,1.0719658
2011-09-22 00:00:00,1.0703119
2011-09-22 01:00:00,1.0686631
2011-09-22 02:00:00,1.067018
2011-09-22 03:00:00,1.0653778
2011-09-22 04:00:00,1.0637424
2011-09-22 05:00:00,1.0621115
2011-09-22 06:00:00,1.0604845
2011-09-22 07:00:00,1.0588626
2011-09-22 08:00:00,1.0572445
2011-09-22 09:00:00,1.0556304
2011-09-22 10:00:00,1.0540214
2011-09-22 11:00:00,1.0524161
2011-09-22 12:00:00,1.0508162
2011-09-22 13:00:00,1.0492196
2011-09-22 14:00:00,1.0476277
2011-09-22 15:00:00,1.04604
2011-09-22 16:00:00,1.0444568
2011-09-22 17:00:00,1.0428772
2011-09-22 18:00:00,1.0413018
2011-09-22 19:00:00,1.0397313
2011-09-22 20:00:00,1.0381649
2011-09-22 21:00:00,1.0366025
2011-09-22 22:00:00,1.0350441
2011-09-22 23:00:00,1.0334905
2011-09-23 00:00:00,1.0319406
2011-09-23 01:00:00,1.0303947
2011-09-23 02:00:00,1.0288528
2011-09-23 03:00:00,1.0273154
2011-09-23 04:00:00,1.025782
2011-09-23 05:00:00,1.0242518
2011-09-23 06:00:00,1.0227265
2011-09-23 07:00:00,1.0212048
2011-09-23 08:00:00,1.0196875
2011-09-23 09:00:00,1.0181739
2011-09-23 10:00:00,1.0166639
2011-09-23 11:00:00,1.0151583
2011-09-23 12:00:00,1.0136569
2011-09-23 13:00:00,1.0121589
2011-09-23 14:00:00,1.0106654
2011-09-23 15:00:00,1.0091755
2011-09-23 16:00:00,1.0076896
2011-09-23 17:00:00,1.0062071
2011-09-23 18:00:00,1.0047286
2011-09-23 19:00:00,1.003254
2011-09-23 20:00:00,1.0017833
2011-09-23 21:00:00,1.0003165
2011-09-23 22:00:00,0.9988529
2011-09-23 23:00:00,0.9973938
2011-09-24 00:00:00,0.9959378
2011-09-24 01:00:00,0.99448586
2011-09-24 02:00:00,0.9930381
2011-09-24 03:00:00,0.9915931
2011-09-24 04:00:00,0.99015254
2011-09-24 05:00:00,0.988716
2011-09-24 06:00:00,0.9872829
2011-09-24 07:00:00,0.98585296
2011-09-24 08:00:00,0.984427
2011-09-24 09:00:00,0.98300505
2011-09-24 10:00:00,0.981586
2011-09-24 11:00:00,0.9801704
2011-09-24 12:00:00,0.9787588
2011-09-24 13:00:00,0.9773507
2011-09-24 14:00:00,0.97594637
2011-09-24 15:00:00,0.9745454
2011-09-24 16:00:00,0.97314787
2011-09-24 17:00:00,0.9717541
2011-09-24 18:00:00,0.9703638
2011-09-24 19:00:00,0.9689768
2011-09-24 20:00:00,0.9675931
2011-09-24 21:00:00,0.9662127
2011-09-24 22:00:00,0.96483684
2011-09-24 23:00:00,0.96346414
2011-09-25 00:00:00,0.9620942
2011-09-25 01:00:00,0.9607279
2011-09-25 02:00:00,0.9593654
2011-09-25 03:00:00,0.95800614
2011-09-25 04:00:00,0.95665014
2011-09-25 05:00:00,0.9552975
2011-09-25 06:00:00,0.953948
2011-09-25 07:00:00,0.9526022
2011-09-25 08:00:00,0.9512594
2011-09-25 09:00:00,0.94992024
2011-09-25 10:00:00,0.94858366
2011-09-25 11:00:00,0.94725126
2011-09-25 12:00:00,0.9459217
2011-09-25 13:00:00,0.94459593
2011-09-25 14:00:00,0.94327295
2011-09-25 15:00:00,0.94195324
2011-09-25 16:00:00,0.94063675
2011-09-25 17:00:00,0.9393236
2011-09-25 18:00:00,0.938014
2011-09-25 19:00:00,0.9367071
2011-09-25 20:00:00,0.9354032
2011-09-25 21:00:00,0.934103
2011-09-25 22:00:00,0.932806
2011-09-25 23:00:00,0.93151206
2011-09-26 00:00:00,0.9302208
2011-09-26 01:00:00,0.9289331
2011-09-26 02:00:00,0.9276484
2011-09-26 03:00:00,0.9263671
2011-09-26 04:00:00,0.9250886
2011-09-26 05:00:00,0.9238134
2011-09-26 06:00:00,0.92254055
2011-09-26 07:00:00,0.9212713
2011-09-26 08:00:00,0.92000496
2011-09-26 09:00:00,0.9187416
2011-09-26 10:00:00,0.91748136
2011-09-26 11:00:00,0.9162241
2011-09-26 12:00:00,0.91497004
2011-09-26 13:00:00,0.91371894
2011-09-26 14:00:00,0.9124708
2011-09-26 15:00:00,0.911226
2011-09-26 16:00:00,0.9099835
2011-09-26 17:00:00,0.90874404
2011-09-26 18:00:00,0.9075078
2011-09-26 19:00:00,0.90627444
2011-09-26 20:00:00,0.9050441
2011-09-26 21:00:00,0.9038164
2011-09-26 22:00:00,0.9025921
2011-09-26 23:00:00,0.9013704
2011-09-27 00:00:00,0.9001514
2011-09-27 01:00:00,0.8989353
2011-09-27 02:00:00,0.89772207
2011-09-27 03:00:00,0.89651203
2011-09-27 04:00:00,0.8953046
2011-09-27 05:00:00,0.8941002
2011-09-27 06:00:00,0.89289844
2011-09-27 07:00:00,0.8916995
2011-09-27 08:00:00,0.89050317
2011-09-27 09:00:00,0.88930964
2011-09-27 10:00:00,0.88811916
2011-09-27 11:00:00,0.88693166
2011-09-27 12:00:00,0.88574666
2011-09-27 13:00:00,0.8845641
2011-09-27 14:00:00,0.88338476
2011-09-27 15:00:00,0.88220793
2011-09-27 16:00:00,0.88103396
2011-09-27 17:00:00,0.87986296
2011-09-27 18:00:00,0.8786943
2011-09-27 19:00:00,0.87752825
2011-09-27 20:00:00,0.8763647
2011-09-27 21:00:00,0.8752042
2011-09-27 22:00:00,0.8740466
2011-09-27 23:00:00,0.872891
2011-09-28 00:00:00,0.8717385
2011-09-28 01:00:00,0.87058824
2011-09-28 02:00:00,0.8694409
2011-09-28 03:00:00,0.86829627
2011-09-28 04:00:00,0.8671546
2011-09-28 05:00:00,0.86601496
2011-09-28 06:00:00,0.8648781
2011-09-28 07:00:00,0.8637439
2011-09-28 08:00:00,0.86261225
2011-09-28 09:00:00,0.86148274
2011-09-28 10:00:00,0.8603561
